entry_id,file_id,att_id,hours,rate,amount,description,entry_date
BL-824069,MAT-2037,AT-009,7.4,300,"$2,220.00",Document review,10/01/2021
BL-398200,MAT-2038,AT-008,3.0,375,1125.0,Document review,07/03/2023
BL-718068,MAT-2039,AT-008,8.1,250,"2,025",Document review,18/01/2024
BL-682853,MAT-2040,AT-010,5.7,250,,Document review,05-Jan-2024
BL-127661,MAT-2041,AT-005,1.9,250,,Reviewed contract,15/04/2025
BL-740771,MAT-2042,AT-007,1.6,300,"""480.00""",Negotiation,19-Dec-2022
BL-318882,MAT-2043,AT-010,7.5,375,"""2,812.50""",Reviewed contract,15/11/2021
BL-672934,MAT-2044,AT-007,4.2,250,1050.0,Court appearance,02/08/22
BL-694037,MAT-2045,AT-006,8.1,375,,Reviewed contract,26/09/25
BL-786140,MAT-2046,AT-006,7.5,250,1875.0,Research,03-Feb-2021
BL-519756,MAT-2047,AT-004,4.8,300,"$1,440",Client call,29/04/25
BL-426584,MAT-2048,AT-006,5.5,300,1650.0,Reviewed contract,2025-03-25
BL-165547,MAT-2049,AT-008,3.8,300,"$1,140",Client call,06/03/2022
BL-305641,MAT-2050,AT-007,1.8,300,540.0,Prepared discovery,22-Mar-2025
BL-549566,MAT-2051,AT-010,3.4,250,850,Negotiation,2020-12-13
BL-579838,MAT-2052,AT-002,2.7,375,,Client call,19/12/2023
BL-813929,MAT-2053,AT-010,1.3,250,,Research,11/07/21
BL-446865,MAT-2054,AT-007,2.0,300,600,Client call,29/06/22
BL-806022,MAT-2055,AT-004,8.6,300,2580.0,Drafted motion,13/08/2021
BL-746327,MAT-2056,AT-003,9.4,300,2820.0,Negotiation,1665822880
BL-604797,MAT-2057,AT-006,1.5,250,375.0,Court appearance,2022-03-26
BL-826663,MAT-2058,AT-010,4.7,375,1762,Research,19/09/2025
BL-721578,MAT-2059,AT-002,7.0,375,"2,625",Prepared discovery,1634978080
BL-643148,MAT-2060,AT-006,5.9,300,1770,Document review,23/06/2025
BL-348064,MAT-2061,AT-004,1.4,250,,Drafted motion,15/02/2024
BL-433144,MAT-2062,AT-005,9.7,250,2425.0,Court appearance,21/09/2021
BL-143293,MAT-2063,AT-007,7.3,375,"$2,738",Reviewed contract,27/11/21
BL-278028,MAT-2064,AT-004,7.0,375,2625.0,Drafted motion,01/11/22
BL-723582,MAT-2065,AT-002,4.6,300,,Court appearance,2025-05-24
BL-977154,MAT-2066,AT-008,7.5,250,,Negotiation,24-Jun-2025
BL-635999,MAT-2067,AT-005,7.0,300,2100.0,Document review,2021-01-15
BL-586754,MAT-2068,AT-005,7.9,375,2962,Negotiation,12-Oct-2021
BL-226988,MAT-2069,AT-005,9.0,375,,Research,19/01/21
BL-201807,MAT-2070,AT-007,2.8,250,,Research,1725352480
BL-306415,MAT-2071,AT-001,3.7,375,,Research,1682670880
BL-523482,MAT-2072,AT-001,4.8,250,1200.0,Prepared discovery,1618216480
BL-853998,MAT-2073,AT-007,4.6,250,,Court appearance,10-Sep-2022
BL-120217,MAT-2074,AT-009,9.4,375,3525.0,Prepared discovery,1689150880
BL-637811,MAT-2075,AT-010,4.4,300,1320,Client call,1740558880
BL-384314,MAT-2076,AT-002,6.7,300,"€2,010",Drafted motion,2024-11-27
BL-807129,MAT-2077,AT-005,2.4,300,$720,Document review,12/01/2023
BL-925831,MAT-2078,AT-007,1.0,250,,Drafted motion,28/10/22
BL-108105,MAT-2079,AT-009,5.1,300,1530.0,Client call,10/12/2022
BL-325993,MAT-2080,AT-010,6.5,250,1625.0,Negotiation,18/06/2025
BL-721190,MAT-2081,AT-010,8.2,375,"3,075",Drafted motion,30/06/2022
BL-234821,MAT-2082,AT-002,4.4,250,1100.0,Drafted motion,1614587680
BL-872823,MAT-2083,AT-006,4.8,375,1800.0,Reviewed contract,05/05/2025
BL-551979,MAT-2084,AT-008,7.0,300,2100.0,Prepared discovery,18-Mar-2025
BL-726106,MAT-2085,AT-002,3.7,375,1387.5,Client call,1734856480
BL-557686,MAT-2086,AT-006,8.0,250,2000.0,Negotiation,06/03/23
BL-187499,MAT-2087,AT-010,7.8,300,2340.0,Document review,22/09/22
BL-441999,MAT-2088,AT-003,7.3,375,2737.5,Negotiation,15-Feb-2022
BL-459333,MAT-2089,AT-010,2.8,300,840.0,Court appearance,2022-03-22
BL-643870,MAT-2090,AT-003,3.5,300,1050.0,Research,20/04/2025
BL-215041,MAT-2091,AT-008,2.1,250,,Research,04/07/24
BL-533489,MAT-2092,AT-003,5.6,375,2100.0,Client call,22-Apr-2024
BL-124633,MAT-2093,AT-004,2.4,300,720,Reviewed contract,01/12/2021
BL-536016,MAT-2094,AT-009,4.7,300,"€1,410",Document review,1650357280
BL-833842,MAT-2095,AT-006,3.4,300,"1,020",Prepared discovery,10/04/25
BL-744654,MAT-2096,AT-009,6.8,250,,Prepared discovery,26/01/2024
BL-613391,MAT-2097,AT-008,3.2,250,800.0,Research,05-Aug-2025
BL-169507,MAT-2098,AT-004,3.4,375,,Court appearance,1698568480
BL-438917,MAT-2099,AT-007,6.4,300,1920,Client call,10-Nov-2022
BL-602602,MAT-2100,AT-008,1.2,300,,Drafted motion,28/12/24
BL-772355,MAT-2101,AT-009,8.4,375,3150.0,Client call,1718008480
BL-486551,MAT-2102,AT-008,8.4,250,2100,Negotiation,1690014880
BL-901566,MAT-2103,AT-003,9.5,250,,Court appearance,2021-05-01
BL-347789,MAT-2104,AT-010,2.7,300,€810,Negotiation,1613378080
BL-368354,MAT-2105,AT-005,8.5,250,"2,125",Document review,2024-10-12
BL-885747,MAT-2106,AT-002,5.4,375,,Reviewed contract,06-Nov-2025
BL-136881,MAT-2107,AT-010,7.5,300,,Prepared discovery,2023-03-30
BL-609218,MAT-2108,AT-004,7.0,250,,Reviewed contract,2024-09-25
BL-558377,MAT-2109,AT-007,4.2,300,"1,260",Research,1747557280
BL-633488,MAT-2110,AT-009,5.2,375,,Negotiation,20-Dec-2022
BL-466641,MAT-2111,AT-009,6.4,375,"€2,400",Negotiation,1655022880
BL-834601,MAT-2112,AT-010,5.0,250,1250.0,Document review,1610008480
BL-730840,MAT-2113,AT-005,4.5,375,,Reviewed contract,24/10/23
BL-938775,MAT-2114,AT-004,6.6,375,,Research,18/05/25
BL-239352,MAT-2115,AT-008,6.9,300,,Court appearance,01/01/2023
BL-699053,MAT-2116,AT-009,3.4,250,$850,Reviewed contract,20-Aug-2024
BL-163407,MAT-2117,AT-004,10.0,300,3000.0,Prepared discovery,14-Jun-2024
BL-891576,MAT-2118,AT-003,0.9,300,270.0,Court appearance,28/10/23
BL-453694,MAT-2119,AT-003,8.5,300,2550.0,Research,01/04/23
BL-846583,MAT-2120,AT-010,4.5,375,"1,688",Drafted motion,30/09/2025
BL-272581,MAT-2121,AT-010,5.0,300,"1,500",Research,06/10/2024
BL-565798,MAT-2122,AT-007,1.2,375,450,Negotiation,12/08/23
BL-219049,MAT-2123,AT-004,3.7,375,"$1,387.50",Research,27/08/23
BL-992072,MAT-2124,AT-002,3.8,250,,Client call,31/01/2022
BL-714512,MAT-2125,AT-006,2.8,250,700.0,Prepared discovery,14/01/2021
BL-903169,MAT-2126,AT-006,6.0,250,1500.0,Document review,26-Aug-2025
BL-209053,MAT-2127,AT-008,0.8,300,$240,Document review,21/11/24
BL-328305,MAT-2128,AT-002,2.4,375,$900.00,Prepared discovery,1709541280
BL-229935,MAT-2129,AT-009,5.9,300,"$1,770.00",Court appearance,1735893280
BL-734957,MAT-2130,AT-005,7.4,375,2775.0,Prepared discovery,1747211680
BL-242381,MAT-2131,AT-008,9.0,375,"€3,375",Prepared discovery,2025-06-19
BL-603467,MAT-2132,AT-006,9.9,375,"3,712",Negotiation,31/01/22
BL-184072,MAT-2133,AT-004,1.9,375,€712,Reviewed contract,16/03/2022
BL-508404,MAT-2134,AT-002,6.4,300,"1,920",Research,1748334880
BL-280040,MAT-2135,AT-008,1.4,300,420,Negotiation,18/08/2025
BL-822705,MAT-2136,AT-007,7.9,300,"$2,370",Prepared discovery,26/03/2021
BL-490107,MAT-2137,AT-008,4.9,375,1837.5,Negotiation,25/03/2025
BL-719427,MAT-2138,AT-010,9.7,375,,Drafted motion,1677486880
BL-101091,MAT-2139,AT-008,6.6,250,"€1,650",Prepared discovery,16/12/2024
BL-544484,MAT-2140,AT-003,7.5,300,,Research,22-Nov-2024
BL-305472,MAT-2141,AT-001,7.1,250,"1,775",Client call,09/07/2022
BL-768075,MAT-2142,AT-001,4.5,300,"1,350",Court appearance,04/01/2024
BL-191938,MAT-2143,AT-009,4.4,375,,Document review,1658306080
BL-830809,MAT-2144,AT-005,6.2,250,,Prepared discovery,16/11/2025
BL-248079,MAT-2145,AT-003,4.1,300,,Negotiation,10/10/25
BL-593289,MAT-2146,AT-006,4.0,375,"""1,500.00""",Negotiation,09-Dec-2022
BL-607627,MAT-2147,AT-007,8.9,250,"$2,225",Reviewed contract,1662021280
BL-401853,MAT-2148,AT-004,0.7,375,262.5,Drafted motion,02/09/24
BL-462819,MAT-2149,AT-008,4.0,300,"$1,200",Drafted motion,1740213280
BL-420768,MAT-2150,AT-004,7.1,300,"""2,130.00""",Reviewed contract,17-Sep-2022
BL-875015,MAT-2151,AT-008,2.7,300,810,Prepared discovery,22/03/22
BL-252555,MAT-2152,AT-005,5.2,300,1560.0,Reviewed contract,15/10/2024
BL-162273,MAT-2153,AT-008,9.6,250,"""2,400.00""",Reviewed contract,09/02/2025
BL-910056,MAT-2154,AT-009,6.9,300,"€2,070",Document review,14/04/2025
BL-350912,MAT-2155,AT-010,6.2,300,,Negotiation,15/07/22
BL-892569,MAT-2156,AT-010,7.8,250,,Client call,1636446880
BL-958717,MAT-2157,AT-007,5.8,250,,Court appearance,28/12/22
BL-462280,MAT-2158,AT-009,1.7,300,€510,Client call,17/10/2022
BL-207475,MAT-2159,AT-007,3.8,375,1425.0,Prepared discovery,1720514080
BL-947531,MAT-2160,AT-010,8.4,375,"3,150",Client call,25/03/23
BL-868349,MAT-2161,AT-006,1.8,375,675,Reviewed contract,22/10/2023
BL-523493,MAT-2162,AT-001,6.8,250,,Document review,05-Dec-2024
BL-160307,MAT-2163,AT-009,4.2,250,,Prepared discovery,1692347680
BL-294091,MAT-2164,AT-009,1.3,250,325,Negotiation,1693125280
BL-945715,MAT-2165,AT-009,8.6,300,"2,580",Client call,2021-12-26
BL-658654,MAT-2166,AT-002,9.8,250,"2,450",Research,06-Apr-2022
BL-551101,MAT-2167,AT-009,9.5,375,"$3,562.50",Client call,13/09/24
BL-825772,MAT-2168,AT-008,3.2,375,1200.0,Court appearance,1736670880
BL-223049,MAT-2169,AT-001,7.2,250,,Prepared discovery,1715157280
BL-622293,MAT-2170,AT-004,4.2,250,1050.0,Document review,18/07/2021
BL-662583,MAT-2171,AT-007,7.7,250,"1,925",Client call,2025-02-15
BL-519657,MAT-2172,AT-004,9.5,300,2850,Prepared discovery,08/06/24
BL-728535,MAT-2173,AT-009,3.8,250,,Court appearance,20-Mar-2022
BL-136197,MAT-2174,AT-001,4.9,375,,Document review,10-Mar-2021
BL-650157,MAT-2175,AT-001,0.8,375,,Court appearance,27/06/2023
BL-268869,MAT-2176,AT-005,6.6,300,"$1,980.00",Reviewed contract,01/02/2024
BL-130097,MAT-2177,AT-005,5.3,300,,Client call,1703579680
BL-492909,MAT-2178,AT-005,2.6,300,780,Research,08/08/2024
BL-692797,MAT-2179,AT-007,1.5,250,,Negotiation,13/02/2023
BL-766902,MAT-2180,AT-008,4.8,250,"€1,200",Prepared discovery,15-Feb-2025
BL-497266,MAT-2181,AT-002,7.7,300,2310.0,Client call,03/08/24
BL-620909,MAT-2182,AT-001,1.8,300,540,Reviewed contract,12/02/2021
BL-593218,MAT-2183,AT-007,7.1,250,"$1,775.00",Reviewed contract,17-Feb-2024
BL-351993,MAT-2184,AT-009,4.1,375,,Reviewed contract,2025-04-06
BL-262470,MAT-2185,AT-001,5.2,250,,Reviewed contract,11/10/2025
BL-817309,MAT-2186,AT-002,9.5,300,,Research,24/09/22
BL-250628,MAT-2187,AT-005,2.9,300,870.0,Court appearance,08/01/24
BL-233346,MAT-2188,AT-002,3.4,375,1275.0,Document review,08/05/2024
BL-940639,MAT-2189,AT-010,6.0,375,,Drafted motion,31/05/2023
BL-308745,MAT-2190,AT-004,9.4,250,,Drafted motion,22-Feb-2024
BL-715783,MAT-2191,AT-001,5.1,300,,Court appearance,2022-07-26
BL-113651,MAT-2192,AT-007,8.3,250,2075.0,Court appearance,16/04/25
BL-644101,MAT-2193,AT-008,3.3,375,1237.5,Drafted motion,2025-07-24
BL-820199,MAT-2194,AT-007,6.0,375,2250.0,Client call,2021-04-01
BL-388772,MAT-2195,AT-006,1.8,300,,Court appearance,28/02/25
BL-107806,MAT-2196,AT-003,5.7,250,,Research,09-Feb-2025
BL-149634,MAT-2197,AT-006,4.1,250,,Client call,2021-09-30
BL-257044,MAT-2198,AT-007,1.0,375,,Research,1632904480
BL-441782,MAT-2199,AT-005,6.3,375,"""2,362.50""",Drafted motion,2022-11-05
BL-723101,MAT-2200,AT-004,5.7,300,1710.0,Research,11/03/2024
BL-908210,MAT-2201,AT-003,9.1,375,"""3,412.50""",Reviewed contract,24/01/2022
BL-579575,MAT-2202,AT-005,5.5,250,1375.0,Research,06/09/23
BL-128782,MAT-2203,AT-001,8.4,300,"€2,520",Reviewed contract,23-Aug-2022
BL-756562,MAT-2204,AT-007,8.8,300,2640.0,Reviewed contract,06/02/21
BL-450781,MAT-2205,AT-001,4.5,375,1687,Research,2021-02-05
BL-987556,MAT-2206,AT-006,0.8,300,240,Reviewed contract,29-Mar-2021
BL-830053,MAT-2207,AT-008,4.6,300,,Client call,15/04/21
BL-711988,MAT-2208,AT-002,9.3,300,"$2,790",Negotiation,04/06/24
BL-694490,MAT-2209,AT-010,0.9,250,225.0,Research,16/01/2021
BL-867481,MAT-2210,AT-007,8.2,250,"$2,050",Drafted motion,1759826080
BL-919698,MAT-2211,AT-005,5.2,300,,Prepared discovery,05/07/24
BL-276514,MAT-2212,AT-002,1.5,375,,Reviewed contract,1741509280
BL-898925,MAT-2213,AT-003,2.7,300,810.0,Client call,16/05/22
BL-997860,MAT-2214,AT-004,0.6,375,"""225.00""",Client call,15/05/25
BL-362029,MAT-2215,AT-008,5.6,250,1400.0,Client call,09/03/24
BL-873646,MAT-2216,AT-003,5.4,300,"""1,620.00""",Prepared discovery,01-Jun-2021
BL-523007,MAT-2217,AT-009,4.2,375,"€1,575",Reviewed contract,22/09/2021
BL-142714,MAT-2218,AT-001,1.0,300,300.0,Research,24/12/2020
BL-221466,MAT-2219,AT-006,5.0,300,"""1,500.00""",Reviewed contract,26/05/25
BL-817852,MAT-2220,AT-009,9.9,375,3712.5,Research,17/05/2023
BL-766585,MAT-2221,AT-001,9.6,300,2880.0,Document review,12-Jun-2022
BL-656273,MAT-2222,AT-009,8.8,250,2200.0,Research,01-Mar-2022
BL-384268,MAT-2223,AT-007,4.4,375,"$1,650.00",Research,2024-07-02
BL-137259,MAT-2224,AT-001,8.7,300,"$2,610",Research,1691224480
BL-548995,MAT-2225,AT-009,5.8,300,1740.0,Research,1646555680
BL-330510,MAT-2226,AT-008,9.3,300,,Court appearance,28/06/2023
BL-469303,MAT-2227,AT-010,6.2,250,1550.0,Client call,16/05/24
BL-941072,MAT-2228,AT-009,1.5,300,450,Prepared discovery,19-Nov-2024
BL-635164,MAT-2229,AT-005,6.3,250,"""1,575.00""",Court appearance,17/05/25
BL-675319,MAT-2230,AT-009,2.7,250,,Research,27-Nov-2022
BL-888389,MAT-2231,AT-004,2.4,375,900.0,Research,2025-06-16
BL-810469,MAT-2232,AT-004,3.8,250,950.0,Drafted motion,1686040480
BL-631371,MAT-2233,AT-005,5.0,300,1500.0,Document review,1683880480
BL-279108,MAT-2234,AT-003,2.7,375,1012.5,Drafted motion,19/03/2023
BL-832885,MAT-2235,AT-007,5.8,250,"1,450",Research,28/12/2022
BL-953466,MAT-2236,AT-005,6.8,250,"€1,700",Client call,1652344480
BL-419199,MAT-2237,AT-001,5.5,300,"$1,650.00",Negotiation,20/05/24
BL-739715,MAT-2238,AT-008,1.9,375,€712,Court appearance,02-May-2025
BL-527112,MAT-2239,AT-006,4.7,375,,Reviewed contract,05/10/23
BL-876758,MAT-2240,AT-005,3.0,300,900.0,Drafted motion,08/06/2025
BL-431619,MAT-2241,AT-005,3.7,250,$925.00,Prepared discovery,18/04/24
BL-638833,MAT-2242,AT-007,2.8,375,"$1,050.00",Document review,2025-11-19
BL-803428,MAT-2243,AT-008,1.0,375,375.0,Court appearance,04-Jul-2024
BL-420798,MAT-2244,AT-006,2.5,250,625.0,Negotiation,2022-01-20
BL-201054,MAT-2245,AT-006,4.1,250,1025.0,Document review,1687595680
BL-818150,MAT-2246,AT-005,9.9,300,"$2,970",Negotiation,1724315680
BL-642855,MAT-2247,AT-005,0.6,375,225.0,Drafted motion,1728981280
BL-631448,MAT-2248,AT-002,0.6,250,150,Negotiation,1744965280
BL-773556,MAT-2249,AT-002,6.7,300,,Research,07-May-2025
BL-203429,MAT-2250,AT-005,6.0,375,2250.0,Research,01/02/2024
BL-609960,MAT-2251,AT-004,4.1,250,"1,025",Negotiation,1733646880
BL-861763,MAT-2252,AT-002,8.5,375,3187.5,Reviewed contract,02/12/2022
BL-643770,MAT-2253,AT-002,4.1,375,"$1,538",Document review,13/12/22
BL-304867,MAT-2254,AT-001,8.3,375,"$3,112.50",Reviewed contract,1683966880
BL-388854,MAT-2255,AT-005,3.7,250,$925.00,Reviewed contract,2022-03-15
BL-374429,MAT-2256,AT-006,7.3,250,,Reviewed contract,1674117280
BL-341981,MAT-2257,AT-004,1.0,250,250.0,Negotiation,05/05/22
BL-947009,MAT-2258,AT-008,2.2,250,,Negotiation,03-Sep-2024
BL-162128,MAT-2259,AT-005,8.4,250,"$2,100.00",Court appearance,04/12/2020
BL-150408,MAT-2260,AT-005,4.9,300,1470.0,Client call,1706690080
BL-894422,MAT-2261,AT-006,3.0,250,750.0,Reviewed contract,20/06/2021
BL-590983,MAT-2262,AT-004,7.8,300,,Drafted motion,29-Oct-2024
BL-948668,MAT-2263,AT-010,6.1,300,,Prepared discovery,1690187680
BL-963993,MAT-2264,AT-001,7.3,375,2737,Negotiation,2025-01-15
BL-834692,MAT-2265,AT-006,1.4,375,525,Client call,2025-04-11
BL-929555,MAT-2266,AT-002,6.3,250,"""1,575.00""",Client call,26-Jun-2023
BL-852023,MAT-2267,AT-001,9.7,250,"$2,425",Research,2024-04-20
BL-144195,MAT-2268,AT-007,1.7,375,,Prepared discovery,24-Dec-2024
BL-313537,MAT-2269,AT-006,8.6,375,,Client call,26-Nov-2022
BL-700965,MAT-2270,AT-005,4.0,375,1500.0,Prepared discovery,1737102880
BL-392270,MAT-2271,AT-008,3.6,375,1350,Document review,05-Jun-2022
BL-517489,MAT-2272,AT-006,3.5,250,,Research,23/06/23
BL-548956,MAT-2273,AT-008,4.4,300,1320.0,Negotiation,2025-08-04
BL-182079,MAT-2274,AT-003,1.7,250,,Client call,29/08/2024
BL-616961,MAT-2275,AT-006,8.0,375,"$3,000.00",Document review,01-Dec-2024
BL-872898,MAT-2276,AT-009,2.5,300,"""750.00""",Document review,16-Feb-2022
BL-691289,MAT-2277,AT-009,5.5,375,,Client call,14/06/22
BL-689223,MAT-2278,AT-003,3.9,300,,Document review,17/09/24
BL-458191,MAT-2279,AT-004,9.4,300,2820.0,Prepared discovery,1753259680
BL-305199,MAT-2280,AT-005,8.0,300,,Reviewed contract,05/07/2021
BL-771424,MAT-2281,AT-010,8.2,375,"""3,075.00""",Prepared discovery,2021-09-20
BL-475325,MAT-2282,AT-008,7.9,300,2370.0,Drafted motion,2025-10-27
BL-140785,MAT-2283,AT-004,8.3,250,,Prepared discovery,04/12/20
BL-319832,MAT-2284,AT-010,3.7,300,"$1,110.00",Drafted motion,30/11/2024
BL-636896,MAT-2285,AT-004,1.8,250,$450.00,Research,18/06/24
BL-272253,MAT-2286,AT-007,8.3,375,,Prepared discovery,10/08/23
BL-219318,MAT-2287,AT-005,3.0,250,,Negotiation,2025-04-28
BL-379625,MAT-2288,AT-006,1.7,375,638,Court appearance,1678178080
BL-677187,MAT-2289,AT-009,8.2,250,,Drafted motion,2022-05-03
BL-318160,MAT-2290,AT-003,4.5,300,,Prepared discovery,1730018080
BL-299411,MAT-2291,AT-006,3.9,300,1170.0,Court appearance,30/06/22
BL-301593,MAT-2292,AT-007,8.3,375,"$3,112.50",Client call,1749285280
BL-186889,MAT-2293,AT-010,4.8,250,1200.0,Client call,22-Dec-2021
BL-407529,MAT-2294,AT-006,3.7,300,1110.0,Negotiation,1687250080
BL-106917,MAT-2295,AT-003,8.8,300,,Court appearance,28/04/2024
BL-344027,MAT-2296,AT-001,6.4,375,2400.0,Court appearance,24/01/2023
BL-859440,MAT-2297,AT-006,0.6,375,225,Court appearance,21/02/2023
BL-699190,MAT-2298,AT-010,5.9,375,2212.5,Drafted motion,22/09/2022
BL-404498,MAT-2299,AT-009,9.7,375,3637.5,Negotiation,22/05/24
BL-345872,MAT-2300,AT-002,6.2,375,"$2,325",Reviewed contract,2025-09-19
BL-479885,MAT-2301,AT-006,1.6,300,480.0,Court appearance,12-Sep-2024
BL-314293,MAT-2302,AT-004,2.1,300,,Reviewed contract,09/03/2025
BL-521352,MAT-2303,AT-007,9.6,375,"3,600",Court appearance,19/05/2021
BL-973809,MAT-2304,AT-005,2.5,250,625.0,Court appearance,1736066080
BL-471753,MAT-2305,AT-002,3.4,375,1275.0,Document review,12/03/2021
BL-522128,MAT-2306,AT-006,7.0,300,"$2,100.00",Client call,24-Jun-2025
BL-560269,MAT-2307,AT-008,1.1,250,,Client call,07/02/22
BL-583339,MAT-2308,AT-006,5.9,250,,Research,1667637280
BL-737432,MAT-2309,AT-004,9.9,375,3712.5,Document review,10/10/24
BL-204675,MAT-2310,AT-005,5.9,300,1770.0,Prepared discovery,04-Oct-2021
BL-841554,MAT-2311,AT-009,4.6,300,,Prepared discovery,25/04/2022
BL-212707,MAT-2312,AT-009,0.9,300,,Reviewed contract,04/04/2022
BL-713153,MAT-2313,AT-002,3.5,300,"$1,050.00",Drafted motion,2024-04-13
BL-685478,MAT-2314,AT-006,0.6,250,"""150.00""",Client call,19-Feb-2022
BL-849920,MAT-2315,AT-003,9.7,375,3637,Court appearance,2024-09-09
BL-291497,MAT-2316,AT-003,8.1,300,,Negotiation,27-Feb-2025
BL-822800,MAT-2317,AT-004,7.1,375,2662.5,Prepared discovery,26/04/2024
BL-859062,MAT-2318,AT-007,0.6,300,,Prepared discovery,2024-06-30
BL-575581,MAT-2319,AT-005,7.2,300,2160.0,Prepared discovery,10/11/2023
BL-833263,MAT-2320,AT-007,5.5,300,,Prepared discovery,20/05/23
BL-120091,MAT-2321,AT-010,1.4,375,$525,Drafted motion,1735374880
BL-508738,MAT-2322,AT-002,9.4,250,2350.0,Reviewed contract,11/07/22
BL-108399,MAT-2323,AT-010,7.7,300,,Reviewed contract,07/07/22
BL-475336,MAT-2324,AT-002,8.4,375,3150.0,Research,1654418080
BL-458169,MAT-2325,AT-004,2.7,300,€810,Reviewed contract,27/02/25
BL-350865,MAT-2326,AT-008,6.2,250,,Court appearance,18/08/25
BL-590431,MAT-2327,AT-008,9.2,375,3450.0,Negotiation,1732782880
BL-190614,MAT-2328,AT-008,1.8,375,675.0,Drafted motion,08/02/24
BL-126017,MAT-2329,AT-001,2.4,250,600,Research,10-Oct-2023
BL-566657,MAT-2330,AT-005,9.2,250,2300.0,Client call,05-Aug-2024
BL-195880,MAT-2331,AT-010,4.4,250,"€1,100",Document review,23/11/22
BL-247865,MAT-2332,AT-007,6.7,250,1675.0,Drafted motion,2023-11-09
BL-721812,MAT-2333,AT-010,0.8,250,200.0,Document review,15/01/22
BL-179769,MAT-2334,AT-006,8.3,375,"€3,112",Research,1729931680
BL-620239,MAT-2335,AT-002,2.5,300,750.0,Court appearance,22-Dec-2020
BL-187524,MAT-2336,AT-005,3.6,250,$900,Prepared discovery,22/09/24
BL-971075,MAT-2337,AT-005,5.4,300,,Prepared discovery,1618821280
BL-899275,MAT-2338,AT-010,5.9,375,2212,Document review,1659170080
BL-578230,MAT-2339,AT-006,5.7,375,2137.5,Client call,23/12/2023
BL-620301,MAT-2340,AT-001,9.8,300,2940,Document review,2025-11-18
BL-250645,MAT-2341,AT-004,9.3,375,3487.5,Drafted motion,08/02/24
BL-423140,MAT-2342,AT-005,9.8,375,3675,Client call,2025-11-14
BL-212251,MAT-2343,AT-007,2.4,300,€720,Reviewed contract,08/11/2024
BL-220614,MAT-2344,AT-005,1.5,250,,Research,1742459680
BL-310770,MAT-2345,AT-007,9.4,250,2350.0,Negotiation,23/01/25
BL-525957,MAT-2346,AT-005,7.0,300,2100,Client call,30/09/2023
BL-779344,MAT-2347,AT-008,6.3,300,"""1,890.00""",Negotiation,1648024480
BL-760159,MAT-2348,AT-003,4.2,375,1575.0,Court appearance,2021-12-10
BL-824481,MAT-2349,AT-004,2.5,250,,Negotiation,21/06/2022
BL-241387,MAT-2350,AT-002,8.4,250,,Prepared discovery,1651221280
BL-226485,MAT-2351,AT-010,5.9,250,"1,475",Document review,11/02/2021
BL-198589,MAT-2352,AT-009,3.8,300,1140.0,Negotiation,1701851680
BL-874914,MAT-2353,AT-001,8.1,375,,Document review,25/08/22
BL-517676,MAT-2354,AT-001,8.3,375,,Prepared discovery,1615883680
BL-693818,MAT-2355,AT-006,7.3,250,1825.0,Document review,21/07/2021
BL-498839,MAT-2356,AT-007,1.2,300,360.0,Prepared discovery,09-Jun-2022
BL-573742,MAT-2357,AT-009,6.2,375,"$2,325.00",Research,14/06/2021
BL-115657,MAT-2358,AT-004,1.0,375,,Client call,1714120480
BL-872496,MAT-2359,AT-002,1.2,250,300.0,Prepared discovery,16/04/23
BL-345740,MAT-2360,AT-009,6.4,300,,Research,24/12/21
BL-721323,MAT-2361,AT-003,9.8,250,2450.0,Negotiation,2025-01-23
BL-927743,MAT-2362,AT-004,2.8,375,,Prepared discovery,02/09/2024
BL-747272,MAT-2363,AT-006,1.1,375,,Drafted motion,26/07/2024
BL-621272,MAT-2364,AT-008,9.2,250,"$2,300",Negotiation,18/07/2022
BL-590502,MAT-2365,AT-007,9.8,375,3675.0,Prepared discovery,16/07/2024
BL-848972,MAT-2366,AT-005,2.2,375,825,Court appearance,2021-05-18
BL-419385,MAT-2367,AT-005,7.0,375,2625,Court appearance,08/01/24
BL-124786,MAT-2368,AT-007,2.0,250,$500.00,Court appearance,16/12/2022
BL-766856,MAT-2369,AT-005,8.2,375,,Drafted motion,1660638880
BL-248084,MAT-2370,AT-001,2.1,375,787.5,Drafted motion,2025-07-26
BL-642868,MAT-2371,AT-005,2.8,375,"$1,050.00",Client call,2022-08-21
BL-707337,MAT-2372,AT-009,1.6,250,400.0,Negotiation,09/08/22
BL-122171,MAT-2373,AT-006,10.0,300,3000.0,Document review,18-Sep-2022
BL-396612,MAT-2374,AT-004,8.5,250,2125.0,Negotiation,17/05/2025
BL-685576,MAT-2375,AT-001,1.8,375,675.0,Document review,1649666080
BL-190669,MAT-2376,AT-007,6.1,375,"$2,288",Court appearance,2021-05-20
BL-644866,MAT-2377,AT-009,7.8,250,1950.0,Court appearance,12/08/2024
BL-208807,MAT-2378,AT-004,5.2,375,,Research,19-Mar-2023
BL-180171,MAT-2379,AT-001,2.8,300,,Prepared discovery,08-Dec-2024
BL-730172,MAT-2380,AT-005,1.7,300,510.0,Prepared discovery,25/11/2023
BL-466920,MAT-2381,AT-002,8.1,250,2025.0,Research,2023-02-26
BL-531350,MAT-2382,AT-005,8.0,300,"2,400",Court appearance,1692002080
