client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-1949,Technology Group LLC,Pharmaceuticals,"$19,969,191.00",755.867.8410,25/07/20
CL-1950,Transportation Group LLC,Telecommunications,"$70,457,789",653-224-4382,30/12/2020
CL-1951,Insurance Group LLC,Aerospace,56202373,451-956-3139,2022-04-16
CL-1952,Automotive Solutions Inc,Automotive,"""13,072,478.00""",+1-407-961-3467,29/04/2022
CL-1953,Banking Group LLC,Manufacturing,"41,700,248",363-355-3674,13/09/2024
CL-1954,Technology Systems,Banking,"$16,214,980",+1-655-299-1645,24/05/18
CL-1955,Construction Holdings Corp,Banking,"$79,502,768",658.220.9057,05/06/19
CL-1956,Pharmaceuticals Partners,Technology,"€15,894,384",401.849.6254,2016-12-20
CL-1957,Finance Holdings Corp,Energy,"""26,772,910.00""",732.224.9021,31-Jan-2020
CL-1958,Automotive Holdings Corp,Manufacturing,"""89,504,582.00""",(764) 232-3140,1733733279
CL-1959,Energy Solutions Inc,Energy,"""94,530,441.00""",575-724-7955,19-Aug-2021
CL-1960,Technology Holdings Corp,Real Estate,"$61,381,095.00",(882) 526-9336,2018-04-22
CL-1961,Finance International,Healthcare,"$12,728,894.00",209.940.1220,26-Feb-2016
CL-1962,Automotive Systems,Healthcare,"$27,779,296.00",(390) 293-2500,2017-06-22
CL-1963,Pharmaceuticals International,Manufacturing,"$64,893,558",925-707-4048,02/09/16
CL-1964,Finance Group LLC,Healthcare,"20,312,960",(789) 393-3031,28/12/15
CL-1965,Aerospace Partners,Technology,"$86,979,202",+1-636-456-6648,21/08/22
CL-1966,Real Estate Holdings Corp,Healthcare,84194239,(281) 890-8306,13/05/2017
CL-1967,Healthcare International,Pharmaceuticals,"""98,596,276.00""",661.566.8871,03/06/2016
CL-1968,Finance Solutions Inc,Aerospace,55993351,532-612-8596,1597566879
CL-1969,Manufacturing Partners,Insurance,"$54,609,010.00",+1-644-877-3830,2021-09-27
CL-1970,Technology Holdings Corp,Finance,3909930,+1-362-510-5549,1586075679
CL-1971,Automotive Holdings Corp,Pharmaceuticals,"€9,979,981",+1-688-822-5740,1647678879
CL-1972,Pharmaceuticals Group LLC,Technology,"€85,618,779",+1-833-639-2996,10/05/22
CL-1973,Healthcare Solutions Inc,Real Estate,"$50,661,702",414.534.4824,28/02/2021
CL-1974,Finance Holdings Corp,Transportation,"31,726,021",824-442-5081,24/11/2017
CL-1975,Finance International,Insurance,11912930,(673) 817-5358,27/11/19
CL-1976,Retail Group LLC,Real Estate,"44,917,970",694.775.3394,05/11/21
CL-1977,Technology Systems,Healthcare,"99,716,451",716-489-5066,27-Aug-2023
CL-1978,Automotive Solutions Inc,Technology,11564233,994-351-8318,2021-09-15
CL-1979,Retail Systems,Technology,"$61,845,390",(800) 331-6288,24-Aug-2022
CL-1980,Banking Partners,Construction,4417889,+1-861-531-7480,15-Oct-2018
CL-1981,Transportation International,Automotive,"€98,009,442",(335) 708-2046,18/10/17
CL-1982,Manufacturing Solutions Inc,Manufacturing,"$47,113,600.00",(704) 610-9931,02/06/2017
CL-1983,Finance Solutions Inc,Real Estate,"$31,520,595.00",(860) 899-1396,2023-02-26
CL-1984,Retail Group LLC,Insurance,"""68,187,230.00""",(596) 974-7484,2022-04-04
CL-1985,Automotive Group LLC,Healthcare,"$5,832,588",796.703.1117,1688200479
CL-1986,Automotive Systems,Telecommunications,"38,771,170",+1-583-723-7363,10/11/22
CL-1987,Healthcare Systems,Energy,61619406,817-867-9385,1751877279
CL-1988,Insurance International,Retail,"$93,576,653",807-510-6913,12/04/18
CL-1989,Automotive Group LLC,Technology,45819596,937-597-6363,1689064479
CL-1990,Insurance Systems,Technology,"$11,425,244.00",(200) 231-1819,1543998879
CL-1991,Automotive Holdings Corp,Healthcare,87674066,959.581.2246,2023-09-13
CL-1992,Technology Partners,Finance,"€17,149,750",+1-898-231-8807,1536827679
CL-1993,Technology Solutions Inc,Technology,"€65,387,599",(908) 356-4530,2025-02-16
CL-1994,Real Estate Partners,Construction,"$2,780,943.00",872.264.5601,2019-05-16
CL-1995,Banking Partners,Retail,"88,265,980",+1-645-772-9004,06-May-2025
CL-1996,Real Estate Partners,Manufacturing,"€22,997,576",+1-580-943-9859,27/08/21
CL-1997,Real Estate Holdings Corp,Manufacturing,"€20,814,990",969-706-9884,15/09/16
CL-1998,Real Estate Partners,Pharmaceuticals,"$92,313,376.00",551.718.3376,31/12/23
CL-1999,Energy Solutions Inc,Construction,"74,014,006",306.789.1066,15-May-2025
CL-2000,Banking Holdings Corp,Manufacturing,"€54,010,703",602-424-6752,1577003679
CL-2001,Automotive International,Banking,"$67,465,010.00",911-513-4962,21/03/24
CL-2002,Technology Solutions Inc,Automotive,"€25,926,126",273-268-5152,2016-07-22
CL-2003,Energy Holdings Corp,Manufacturing,"41,773,548",803-689-1686,2021-01-12
CL-2004,Insurance Partners,Construction,"€14,154,252",801-835-6751,2021-02-05
CL-2005,Healthcare Solutions Inc,Telecommunications,"€98,211,032",846-296-8449,2016-07-10
CL-2006,Insurance Systems,Telecommunications,30065567,(297) 210-3103,1544949279
CL-2007,Insurance International,Energy,"$34,984,506.00",+1-914-729-9046,10-Apr-2019
CL-2008,Healthcare Systems,Energy,11310693,697-455-1093,2023-08-10
CL-2009,Manufacturing Systems,Retail,"€67,216,456",(655) 917-2902,1681202079
CL-2010,Banking Partners,Insurance,"€96,081,020",(577) 850-9904,1576226079
CL-2011,Healthcare Solutions Inc,Healthcare,90214834,+1-610-719-4985,30/10/2021
CL-2012,Pharmaceuticals International,Real Estate,75808730,268-872-4039,21/11/22
CL-2013,Banking Systems,Finance,"$2,502,382.00",722.212.2847,01/09/21
CL-2014,Real Estate Group LLC,Construction,90125450,+1-690-419-2622,07/07/20
CL-2015,Construction Solutions Inc,Finance,"69,905,312",368.452.7774,1736411679
CL-2016,Energy Solutions Inc,Insurance,"""91,148,139.00""",+1-600-660-4681,10/09/17
CL-2017,Technology Partners,Telecommunications,"$59,081,584.00",+1-627-267-2390,11-Feb-2019
CL-2018,Pharmaceuticals Holdings Corp,Real Estate,"""72,845,535.00""",515-681-9379,19-Jan-2019
CL-2019,Telecommunications International,Manufacturing,"""85,740,493.00""",844.474.5444,18-Feb-2025
CL-2020,Manufacturing Holdings Corp,Retail,"€45,962,735",621-485-5323,13-Jan-2020
CL-2021,Telecommunications International,Banking,28442758,(795) 732-3841,21/11/16
CL-2022,Transportation Systems,Finance,51331463,695-934-5435,31/01/2023
CL-2023,Energy International,Healthcare,"$1,438,499",460.706.8450,03-Feb-2025
CL-2024,Real Estate International,Pharmaceuticals,64937051,+1-520-322-3289,2020-12-08
CL-2025,Telecommunications Holdings Corp,Telecommunications,"€13,870,221",(633) 409-1654,04-Jul-2017
CL-2026,Retail International,Retail,"""77,586,930.00""",+1-765-562-4872,29/05/17
CL-2027,Aerospace Solutions Inc,Telecommunications,"€13,237,670",(828) 476-8966,08/06/19
CL-2028,Transportation Group LLC,Finance,"$38,509,920.00",444-887-6054,20/08/24
CL-2029,Healthcare Partners,Construction,"€60,395,043",(593) 829-7228,1708936479
CL-2030,Manufacturing Solutions Inc,Manufacturing,69123460,652.821.4366,08/12/18
CL-2031,Manufacturing Holdings Corp,Retail,"€37,794,685",497-436-7216,1674117279
CL-2032,Manufacturing Holdings Corp,Aerospace,3750674,(941) 656-7949,02-May-2020
CL-2033,Finance Group LLC,Real Estate,"79,583,752",(813) 743-4206,2018-08-10
CL-2034,Banking International,Aerospace,"34,606,927",461.663.3441,13/12/24
CL-2035,Telecommunications Solutions Inc,Finance,"$13,384,401.00",786.870.3882,16/11/18
CL-2036,Banking Solutions Inc,Aerospace,"$14,624,482",746.327.8578,27/10/22
CL-2037,Finance Holdings Corp,Construction,"3,780,717",+1-258-603-3211,22/03/20
CL-2038,Insurance Holdings Corp,Aerospace,"$33,989,230",+1-927-312-5066,1601109279
CL-2039,Real Estate International,Technology,91935921,763-754-7617,19-May-2017
CL-2040,Telecommunications Partners,Finance,"$5,887,763.00",(814) 576-5889,09-Jul-2023
CL-2041,Real Estate Group LLC,Manufacturing,"€29,933,373",+1-968-350-8371,15/12/20
CL-2042,Real Estate Holdings Corp,Transportation,"€54,584,976",676-580-4353,10/08/20
CL-2043,Automotive Holdings Corp,Manufacturing,52882781,279.812.5816,1530866079
CL-2044,Retail Holdings Corp,Manufacturing,"$23,272,814.00",(349) 962-5417,2025-09-18
CL-2045,Insurance International,Manufacturing,"""47,563,585.00""",(491) 576-1834,13/11/2018
CL-2046,Banking International,Banking,10031400,538.876.8206,13/02/2024
CL-2047,Retail Solutions Inc,Energy,"$41,655,931",399-628-4172,14/09/25
CL-2048,Construction Solutions Inc,Finance,"$98,608,223.00",424-679-3713,05/06/2020
CL-2049,Aerospace International,Technology,"€45,372,362",534.739.3549,2018-10-04
CL-2050,Manufacturing International,Technology,67957784,252.805.5920,19/09/17
CL-2051,Healthcare Systems,Transportation,68893186,960.609.7869,08/10/2021
CL-2052,Manufacturing Solutions Inc,Insurance,55482291,(357) 624-8752,12/09/16
CL-2053,Energy International,Transportation,"$55,400,820",493.449.3701,2021-01-06
CL-2054,Insurance Systems,Healthcare,21138866,(704) 294-3488,12/10/19
CL-2055,Pharmaceuticals Systems,Pharmaceuticals,"$90,396,822.00",241.369.6075,05/06/2019
CL-2056,Finance Partners,Insurance,"15,433,569",(498) 830-9619,1667550879
CL-2057,Pharmaceuticals Systems,Finance,"13,901,033",(429) 905-5648,1586421279
CL-2058,Technology Systems,Technology,"$57,098,929",+1-516-882-6351,2016-10-15
CL-2059,Transportation Solutions Inc,Aerospace,"$15,451,825",352.940.2203,1603269279
CL-2060,Transportation Systems,Healthcare,"""98,895,787.00""",(926) 414-8753,01-Apr-2019
CL-2061,Construction Holdings Corp,Automotive,26039993,674.874.7512,22-Sep-2016
CL-2062,Construction Group LLC,Automotive,56807870,+1-542-351-1688,17/10/24
CL-2063,Insurance Solutions Inc,Automotive,"96,477,823",(581) 545-1044,29/12/21
CL-2064,Pharmaceuticals Systems,Pharmaceuticals,37701305,741-804-4222,20/11/2019
CL-2065,Insurance Partners,Telecommunications,"$39,183,020.00",617-803-2028,09/02/2022
CL-2066,Technology Systems,Technology,"31,799,334",(460) 604-5347,1525595679
CL-2067,Energy Solutions Inc,Automotive,"37,726,628",626.216.9220,02/11/2019
CL-2068,Telecommunications Holdings Corp,Pharmaceuticals,"32,518,806",+1-943-536-3903,23-Jun-2021
CL-2069,Healthcare Group LLC,Automotive,"""23,685,833.00""",+1-887-463-7808,2018-06-20
CL-2070,Banking International,Telecommunications,"$11,230,849.00",203.445.2081,2024-02-04
CL-2071,Telecommunications Solutions Inc,Real Estate,"""90,657,224.00""",285.564.2507,2018-12-13
CL-2072,Finance Group LLC,Healthcare,"€22,520,447",747.398.8842,2019-12-26
CL-2073,Finance Group LLC,Retail,"86,562,356",+1-965-914-2096,1591000479
CL-2074,Transportation Solutions Inc,Retail,"$61,788,473.00",784.563.1280,24-Sep-2023
CL-2075,Construction Solutions Inc,Finance,"$70,862,230.00",807-339-8756,18/07/2019
CL-2076,Technology International,Retail,"$40,386,369.00",256.507.3243,1748334879
CL-2077,Healthcare Partners,Manufacturing,"$41,241,177.00",+1-226-491-6369,11-Apr-2021
CL-2078,Insurance Holdings Corp,Technology,"17,606,352",+1-417-796-2291,16/10/2023
CL-2079,Transportation International,Technology,"$14,480,253.00",519.630.2523,2021-04-24
CL-2080,Healthcare Partners,Automotive,"""63,978,060.00""",615.754.2751,05-Oct-2016
CL-2081,Transportation International,Pharmaceuticals,"$85,669,760.00",+1-681-423-3075,1474706079
CL-2082,Technology International,Transportation,"$67,122,740",260-640-4457,13/09/19
CL-2083,Transportation International,Energy,"37,152,919",327.923.7884,2023-01-17
CL-2084,Banking Holdings Corp,Retail,"€78,392,091",+1-794-322-5076,2023-10-09
CL-2085,Retail Holdings Corp,Finance,"€78,118,114",(415) 934-2814,1761122079
CL-2086,Pharmaceuticals Solutions Inc,Banking,44635741,875-731-5506,1616661279
CL-2087,Pharmaceuticals Systems,Construction,"""66,755,054.00""",(647) 250-5130,2020-05-10
CL-2088,Retail Partners,Technology,"""39,548,665.00""",(486) 381-7982,05/04/2024
CL-2089,Pharmaceuticals Group LLC,Technology,"""27,967,563.00""",+1-688-599-5417,2018-02-13
CL-2090,Retail International,Energy,"$87,152,815.00",474.938.7075,1710923679
CL-2091,Transportation Solutions Inc,Aerospace,"$38,958,563",+1-975-884-9682,05/01/23
CL-2092,Banking International,Insurance,"$77,229,101.00",(692) 398-4069,05-Jan-2022
CL-2093,Energy Systems,Pharmaceuticals,"""76,861,963.00""",+1-298-589-8730,07-Jul-2019
CL-2094,Manufacturing Partners,Telecommunications,"$58,824,109.00",+1-906-278-2690,1563093279
CL-2095,Healthcare Solutions Inc,Banking,"$60,227,756",+1-426-955-4514,2017-10-13
CL-2096,Technology Systems,Healthcare,"$61,376,084.00",(548) 442-2946,2023-06-30
CL-2097,Finance Systems,Telecommunications,"$66,706,214",(621) 538-2639,2016-09-04
CL-2098,Manufacturing Partners,Transportation,"$94,407,352.00",956.299.1349,2023-12-31
CL-2099,Retail Group LLC,Construction,"$40,594,225.00",+1-877-660-4696,02-Sep-2020
CL-2100,Healthcare Group LLC,Banking,"$51,745,863",+1-583-235-9733,02/10/25
CL-2101,Energy Solutions Inc,Finance,"$31,770,370",472.930.9523,1514536479
CL-2102,Construction Partners,Aerospace,"43,376,590",+1-419-951-1328,2022-12-03
CL-2103,Banking Group LLC,Insurance,"€31,834,888",746-315-8853,29/07/2017
CL-2104,Retail Group LLC,Transportation,"7,812,646",(756) 275-4956,20-Feb-2020
CL-2105,Finance Group LLC,Telecommunications,"$58,407,701",+1-343-425-2464,03/05/2020
CL-2106,Finance Systems,Real Estate,"$46,322,842.00",(983) 211-1447,03/07/25
CL-2107,Banking Group LLC,Healthcare,"14,188,314",(863) 580-1937,1606725279
CL-2108,Technology Holdings Corp,Pharmaceuticals,"22,377,455",351-814-9847,19/11/24
CL-2109,Aerospace Solutions Inc,Telecommunications,"$51,928,280.00",(719) 645-8656,31-Jul-2020
CL-2110,Pharmaceuticals Holdings Corp,Manufacturing,"49,515,244",481-742-3456,1505896479
CL-2111,Retail Holdings Corp,Telecommunications,"""89,761,392.00""",(517) 374-7149,2025-04-16
CL-2112,Energy International,Retail,"75,928,707",+1-563-217-9615,2020-09-05
CL-2113,Construction International,Technology,"€75,597,332",+1-205-467-5237,27/11/2019
CL-2114,Insurance Group LLC,Banking,87938535,(474) 448-3537,13/02/25
CL-2115,Pharmaceuticals Systems,Pharmaceuticals,"$55,712,677",+1-221-448-7877,03/07/22
CL-2116,Technology Solutions Inc,Insurance,6473245,+1-498-846-7387,2016-08-14
CL-2117,Retail Systems,Insurance,"€46,624,728",(391) 500-4140,29-Sep-2019
CL-2118,Technology International,Construction,"$72,183,035.00",990.431.2785,04-Mar-2020
CL-2119,Aerospace Systems,Real Estate,"""91,419,501.00""",238.496.1942,13-Feb-2018
CL-2120,Aerospace Holdings Corp,Technology,"$53,978,421",(344) 304-2475,2017-09-02
CL-2121,Retail Group LLC,Aerospace,"€13,270,008",+1-402-704-4551,2018-10-06
CL-2122,Healthcare Solutions Inc,Banking,"""68,764,711.00""",598-297-8564,2020-04-08
CL-2123,Automotive Solutions Inc,Construction,15327177,(314) 762-3095,1643704479
CL-2124,Technology International,Banking,"$98,278,007.00",835-896-4501,2021-03-07
CL-2125,Healthcare Solutions Inc,Aerospace,"86,803,846",493.311.9834,08-Mar-2017
CL-2126,Insurance Partners,Finance,"€23,897,636",+1-361-420-9287,12-Sep-2016
CL-2127,Healthcare Holdings Corp,Healthcare,"€94,337,300",501-333-9514,22-Jun-2017
CL-2128,Energy Partners,Transportation,"€7,222,119",298-319-3110,2020-01-06
CL-2129,Energy Partners,Manufacturing,"$12,862,128.00",(595) 357-8465,30/08/16
CL-2130,Manufacturing Holdings Corp,Transportation,"58,685,899",387-646-2782,17/02/2020
CL-2131,Technology Holdings Corp,Construction,"""16,546,247.00""",767-205-9647,15/02/23
CL-2132,Transportation International,Banking,"$55,687,986",(439) 860-7132,2025-04-28
CL-2133,Manufacturing International,Telecommunications,"""95,965,380.00""",(492) 787-3978,1739176479
CL-2134,Pharmaceuticals Partners,Aerospace,77868540,999-872-5856,11/10/2016
CL-2135,Pharmaceuticals International,Energy,"20,720,859",305.501.1348,18/02/22
CL-2136,Insurance Group LLC,Construction,19963920,613-777-1897,18/02/17
CL-2137,Insurance Partners,Real Estate,"$87,159,185",+1-967-421-6070,18/11/2020
CL-2138,Telecommunications Group LLC,Transportation,"""3,348,712.00""",(203) 552-7676,2016-06-18
CL-2139,Aerospace Holdings Corp,Energy,91805566,876-472-2531,2024-03-12
CL-2140,Real Estate Partners,Telecommunications,"€91,195,872",349.984.4117,10/07/16
CL-2141,Finance Group LLC,Telecommunications,"42,707,179",(478) 841-1664,2016-04-23
CL-2142,Energy Partners,Aerospace,8402229,(715) 406-2229,2024-07-12
CL-2143,Automotive International,Telecommunications,"€11,751,435",(821) 274-6265,21/07/2022
CL-2144,Finance Solutions Inc,Pharmaceuticals,"""30,596,454.00""",476-217-9114,09/09/18
CL-2145,Finance Systems,Transportation,"$56,250,204",(810) 340-6645,1524472479
CL-2146,Banking International,Aerospace,36372528,736.890.9741,1754037279
CL-2147,Finance Holdings Corp,Transportation,"$96,954,791",553-610-2781,02/12/23
CL-2148,Aerospace Group LLC,Healthcare,"$51,979,859",968.632.4898,1722242079
CL-2149,Real Estate Solutions Inc,Retail,"""40,826,179.00""",806.250.3763,25/05/2022
CL-2150,Technology Holdings Corp,Energy,"$32,743,500",898-456-2664,1602232479
CL-2151,Transportation Group LLC,Finance,"$2,880,862",+1-854-294-9053,27/06/2016
CL-2152,Telecommunications Holdings Corp,Aerospace,"99,143,831",+1-648-439-7979,19/02/2018
CL-2153,Manufacturing Group LLC,Automotive,"$61,350,097.00",704-919-9922,1500626079
CL-2154,Real Estate Group LLC,Construction,"$70,562,011",215-573-1036,03/02/17
CL-2155,Pharmaceuticals Group LLC,Manufacturing,"€53,795,451",574-215-6489,24/03/2018
CL-2156,Pharmaceuticals Group LLC,Telecommunications,"""77,587,087.00""",(781) 607-8482,13/04/24
CL-2157,Telecommunications Holdings Corp,Aerospace,"$3,169,801",+1-238-538-1555,24/01/2024
CL-2158,Transportation International,Technology,"99,707,033",(766) 844-2081,2019-01-01
CL-2159,Transportation Group LLC,Manufacturing,74010270,+1-599-689-4211,1619944479
CL-2160,Banking Systems,Healthcare,"67,424,119",+1-704-593-9879,29/12/18
CL-2161,Aerospace Group LLC,Telecommunications,"€6,124,422",(744) 525-9591,21-Dec-2016
CL-2162,Automotive Systems,Transportation,"€53,365,641",(834) 539-8481,26-Jul-2021
CL-2163,Banking Holdings Corp,Insurance,"$37,013,628",736-602-8547,09/01/23
CL-2164,Telecommunications Systems,Pharmaceuticals,37138454,(427) 399-9948,2016-12-26
CL-2165,Insurance Holdings Corp,Telecommunications,24877142,371-789-3815,27/12/2021
CL-2166,Retail International,Healthcare,76153004,578-574-1420,2017-11-14
CL-2167,Real Estate Systems,Insurance,"$36,125,720.00",(398) 513-2965,2023-04-29
CL-2168,Banking Holdings Corp,Construction,"$32,677,801.00",288-572-4443,1666859679
CL-2169,Manufacturing Group LLC,Construction,"$30,071,005",574-834-4513,31/08/17
CL-2170,Manufacturing Solutions Inc,Construction,"$84,318,446",913.858.2787,10/11/22
CL-2171,Telecommunications Solutions Inc,Aerospace,"71,292,642",261-819-3156,15/07/20
CL-2172,Construction Holdings Corp,Telecommunications,"""22,849,239.00""",770-994-8014,1713688479
CL-2173,Technology Group LLC,Technology,"""67,130,666.00""",722.545.5581,02-Dec-2017
CL-2174,Telecommunications Group LLC,Finance,"$83,461,026.00",(909) 638-6444,04/07/24
CL-2175,Retail International,Pharmaceuticals,"$10,764,093",858.318.6340,10-Mar-2023
CL-2176,Retail Systems,Telecommunications,"$75,564,128",898.302.5651,1500885279
CL-2177,Real Estate Group LLC,Banking,93658638,659.852.8226,08/05/23
CL-2178,Banking Group LLC,Banking,"$39,643,064.00",(738) 423-3832,30/06/23
CL-2179,Transportation Systems,Finance,"85,142,699",(294) 260-7179,03-Jun-2022
CL-2180,Banking International,Retail,"47,306,069",369-985-8727,26/07/25
CL-2181,Real Estate Holdings Corp,Real Estate,"€49,746,187",472-695-3222,15/07/19
CL-2182,Construction Systems,Telecommunications,"52,326,574",446-947-2675,2018-06-19
CL-2183,Real Estate Systems,Healthcare,"€27,618,219",(945) 422-4049,14/11/2020
CL-2184,Banking Partners,Retail,14530495,534.873.2234,15/08/17
CL-2185,Retail International,Banking,"28,271,231",(515) 473-7846,01/04/22
CL-2186,Retail Solutions Inc,Technology,"""45,644,060.00""",(791) 993-9161,29/11/22
CL-2187,Healthcare Group LLC,Real Estate,"€45,440,795",810-679-9634,28-Jan-2023
CL-2188,Transportation International,Telecommunications,"$18,538,006.00",+1-891-970-2614,01/03/24
CL-2189,Insurance International,Technology,"€82,413,784",676-731-9248,29/09/2016
CL-2190,Pharmaceuticals International,Retail,"$9,171,310.00",406.217.5556,2016-11-18
CL-2191,Construction Group LLC,Manufacturing,"$98,704,839.00",+1-223-997-3444,2019-06-11
CL-2192,Technology Systems,Real Estate,"26,884,060",401-205-7808,15/03/2025
CL-2193,Automotive Systems,Energy,"$99,214,551.00",412-361-2934,2024-02-20
CL-2194,Healthcare Partners,Healthcare,"$15,026,495",242-323-1522,21/05/24
CL-2195,Banking Group LLC,Banking,"$40,407,965",+1-641-589-6526,05-Jun-2019
CL-2196,Insurance Holdings Corp,Finance,"""14,483,335.00""",+1-223-771-7468,29/10/24
CL-2197,Finance Solutions Inc,Energy,"""26,991,785.00""",(558) 938-7234,25/12/2017
CL-2198,Insurance Systems,Finance,"$67,646,894.00",994-299-4749,1470645279
CL-2199,Telecommunications Holdings Corp,Manufacturing,"$42,197,481",(417) 227-5249,15/04/17
CL-2200,Healthcare Holdings Corp,Energy,"$22,737,079",(770) 706-5553,2020-06-18
CL-2201,Aerospace Solutions Inc,Construction,"$31,628,653",488.743.2753,19/05/24
CL-2202,Automotive Solutions Inc,Retail,83696535,708.777.8396,1633595679
CL-2203,Technology Partners,Manufacturing,34030652,308-340-5114,08/01/2023
CL-2204,Insurance International,Insurance,"$6,198,305.00",(954) 622-4765,1688805279
CL-2205,Automotive International,Telecommunications,"€70,370,691",(886) 575-8336,29-Sep-2024
CL-2206,Retail International,Healthcare,"$55,839,596.00",+1-452-255-8568,04-Oct-2020
CL-2207,Technology Group LLC,Real Estate,"€24,485,502",401-225-1285,1721723679
CL-2208,Technology Partners,Aerospace,"28,455,833",+1-205-541-4259,27-Jun-2024
CL-2209,Construction Group LLC,Energy,"$48,410,229.00",737-446-3264,1555058079
CL-2210,Technology Holdings Corp,Healthcare,"$4,346,501.00",319-251-8322,2017-05-16
CL-2211,Retail International,Aerospace,"€10,119,383",(776) 975-5416,21/08/16
CL-2212,Aerospace International,Aerospace,"€80,140,910",812-708-7471,1656750879
CL-2213,Healthcare Partners,Pharmaceuticals,"€81,931,542",499-304-7731,07-Aug-2019
CL-2214,Aerospace Holdings Corp,Real Estate,"$32,312,845",+1-980-530-8158,09/07/2016
CL-2215,Real Estate Solutions Inc,Aerospace,"""96,494,153.00""",(369) 641-3286,12/08/2016
CL-2216,Energy Solutions Inc,Healthcare,"€89,685,162",(228) 845-5251,18/05/2018
CL-2217,Telecommunications International,Aerospace,"$20,677,109.00",655.222.9806,01/08/2024
CL-2218,Telecommunications Group LLC,Technology,"""17,138,727.00""",734-725-4819,11/10/2020
CL-2219,Automotive Holdings Corp,Insurance,7284386,+1-527-684-2535,21/02/2021
CL-2220,Pharmaceuticals Systems,Insurance,22183715,+1-890-804-5430,1581323679
CL-2221,Transportation Partners,Pharmaceuticals,"36,854,181",563.434.2931,10-May-2025
CL-2222,Transportation International,Real Estate,"""24,760,468.00""",890.907.4672,1589618079
CL-2223,Technology Systems,Finance,"€82,167,742",855-489-7165,2021-02-09
CL-2224,Technology Group LLC,Telecommunications,"$60,585,481",774-546-2674,1758011679
CL-2225,Finance Solutions Inc,Telecommunications,"$78,023,573",+1-472-747-7555,26-Dec-2016
CL-2226,Insurance International,Finance,"$81,791,349.00",(635) 222-2038,20/05/2019
CL-2227,Insurance International,Pharmaceuticals,28457064,310-438-4495,28/10/17
CL-2228,Technology Holdings Corp,Transportation,69591106,+1-540-998-1359,12/10/24
CL-2229,Healthcare Partners,Aerospace,"$88,279,876",(913) 496-5482,1750926879
CL-2230,Telecommunications Group LLC,Insurance,"80,798,773",(971) 759-1685,21-Oct-2019
CL-2231,Energy International,Technology,"""31,396,847.00""",837-389-7463,03/06/2016
CL-2232,Real Estate Holdings Corp,Telecommunications,"""52,158,753.00""",905.292.6362,2019-06-24
CL-2233,Banking International,Finance,"€8,863,558",+1-999-689-6919,2016-05-13
CL-2234,Energy Systems,Healthcare,"31,476,715",+1-750-970-7469,02/07/16
CL-2235,Technology Holdings Corp,Aerospace,81462702,(697) 207-1805,19-Mar-2025
CL-2236,Finance Solutions Inc,Technology,"€51,510,897",480-958-8125,1629362079
CL-2237,Construction Holdings Corp,Automotive,"""57,853,378.00""",701.974.8259,20-Feb-2016
CL-2238,Telecommunications International,Insurance,"$58,062,863",578-464-7626,16-May-2024
CL-2239,Energy Systems,Healthcare,"""82,020,593.00""",434-254-1150,07/01/19
CL-2240,Insurance Partners,Insurance,"€65,205,049",+1-685-518-7573,2018-01-21
CL-2241,Technology Systems,Finance,"13,388,317",457-746-9471,2021-08-30
CL-2242,Energy Partners,Telecommunications,"$76,004,808",281-377-6871,1716885279
CL-2243,Insurance Partners,Pharmaceuticals,"$20,766,881.00",368.254.4340,25/08/17
CL-2244,Aerospace Systems,Banking,72442747,767.558.3765,20/04/25
CL-2245,Insurance Group LLC,Banking,"""44,526,658.00""",(570) 970-5396,27-Dec-2015
CL-2246,Real Estate Holdings Corp,Pharmaceuticals,"$27,415,300.00",+1-314-343-4171,10/05/2016
CL-2247,Transportation Partners,Real Estate,"""33,600,976.00""",860-856-3725,22/05/18
CL-2248,Banking Solutions Inc,Manufacturing,"$9,157,513.00",(821) 596-5045,1478594079
CL-2249,Banking International,Manufacturing,"20,438,263",434.538.4760,1667723679
CL-2250,Technology International,Telecommunications,"$58,040,474",485.460.5167,19/12/2021
CL-2251,Manufacturing Systems,Transportation,"64,768,377",(422) 661-2755,30/01/2019
CL-2252,Real Estate International,Telecommunications,"89,727,377",+1-952-595-7972,22-Dec-2022
CL-2253,Finance Partners,Banking,37807983,897-340-5158,03-Jun-2016
CL-2254,Transportation Group LLC,Finance,"88,066,702",+1-660-366-9543,2023-04-20
CL-2255,Energy Group LLC,Automotive,"29,197,836",+1-727-250-4474,2023-11-27
CL-2256,Transportation Solutions Inc,Finance,"9,459,845",595-672-8110,1517301279
CL-2257,Healthcare Holdings Corp,Telecommunications,"$51,019,101.00",495.263.4854,15/07/2021
CL-2258,Real Estate Holdings Corp,Insurance,"$74,864,238",399-522-6068,2018-08-24
CL-2259,Construction Partners,Real Estate,"""1,470,877.00""",537-960-7212,1631176479
CL-2260,Technology Solutions Inc,Energy,2750455,(579) 506-2417,1533026079
CL-2261,Energy International,Healthcare,"37,086,390",(680) 242-9565,1488789279
CL-2262,Telecommunications Group LLC,Technology,"72,711,972",+1-778-836-7639,13/09/2017
CL-2263,Telecommunications International,Energy,"$86,265,713.00",(683) 741-8951,30/06/19
CL-2264,Healthcare International,Construction,"€51,607,407",(808) 442-3072,1753864479
CL-2265,Construction Group LLC,Telecommunications,"$2,971,999.00",+1-766-205-7038,12/06/2022
CL-2266,Real Estate Partners,Real Estate,"€95,766,620",965.341.8999,2024-10-29
