matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-2531,CL-2531,Retail Partners - Master Services Agreement Negotiation,Litigation,09-Nov-2025,James Wilson,49K
MAT-2532,CL-2532,Energy Group LLC - Regulatory Inquiry,IP,20/12/21,Michael Brown,44K
MAT-2533,CL-2533,Real Estate Group LLC - Contract Breach,IP,27/10/25,Mark Thompson,45118
MAT-2534,CL-2534,Manufacturing Systems - Contract Breach,Corporate,02-Feb-2025,James Wilson,"""38,868.00"""
MAT-2535,CL-2535,Pharmaceuticals Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,20-Jan-2024,Daniel Park,48955
MAT-2536,CL-2536,Telecommunications International - Contract Breach,Employment,07/05/2023,Mark Thompson,25K
MAT-2537,CL-2537,Energy Partners v. ACME Corp - Employment Dispute,Tax,11/05/2024,Hannah Lee,"41,281"
MAT-2538,CL-2538,Telecommunications Systems v. ACME Corp - Employment Dispute,IP,26-Feb-2022,Emily Davis,"€5,468"
MAT-2539,CL-2539,Energy Systems - Master Services Agreement Negotiation,Regulatory,1621931680,Emily Davis,28K
MAT-2540,CL-2540,Insurance Systems - Regulatory Inquiry,Tax,2023-06-20,Hannah Lee,45K
MAT-2541,CL-2541,Banking Systems - Regulatory Inquiry,IP,16/06/2025,James Wilson,7978
MAT-2542,CL-2542,Finance Group LLC - Regulatory Inquiry,Contracts,19-Jul-2021,Mark Thompson,40K
MAT-2543,CL-2543,Energy Partners - Master Services Agreement Negotiation,Regulatory,25/05/2023,Emily Davis,17003
MAT-2544,CL-2544,Retail International - Regulatory Inquiry,Tax,31/12/2020,Robert Taylor,"$12,316"
MAT-2545,CL-2545,Real Estate Solutions Inc - Master Services Agreement Negotiation,Employment,2023-04-08,Ayesha Khan,36K
MAT-2546,CL-2546,Technology Partners v. ACME Corp - Employment Dispute,Regulatory,2025-09-20,Robert Taylor,39K
MAT-2547,CL-2547,Retail Partners - Contract Breach,M&A,1728462880,Emily Davis,38809
MAT-2548,CL-2548,Pharmaceuticals International - Contract Breach,Regulatory,2023-09-15,Emily Davis,27018
MAT-2549,CL-2549,Banking Group LLC v. ACME Corp - Employment Dispute,Tax,16-Dec-2023,James Wilson,34419
MAT-2550,CL-2550,Finance International - Contract Breach,IP,28-Sep-2021,James Wilson,"$36,548.00"
MAT-2551,CL-2551,Aerospace Group LLC - Master Services Agreement Negotiation,IP,29-Jan-2024,Hannah Lee,6K
MAT-2552,CL-2552,Technology Holdings Corp v. ACME Corp - Employment Dispute,Tax,25-Sep-2024,Hannah Lee,"""36,747.00"""
MAT-2553,CL-2553,Banking Group LLC - Master Services Agreement Negotiation,Contracts,2022-12-19,Daniel Park,"$15,021.00"
MAT-2554,CL-2554,Aerospace Holdings Corp - Contract Breach,Employment,02/08/25,James Wilson,"$24,855.00"
MAT-2555,CL-2555,Automotive Solutions Inc - Master Services Agreement Negotiation,Corporate,2022-12-26,Daniel Park,33K
MAT-2556,CL-2556,Transportation International - Master Services Agreement Negotiation,Litigation,2023-06-21,Sarah Chen,"€20,136"
MAT-2557,CL-2557,Real Estate Group LLC - Master Services Agreement Negotiation,Tax,31-Aug-2025,James Wilson,"7,715"
MAT-2558,CL-2558,Transportation Systems - Regulatory Inquiry,IP,2022-08-17,Emily Davis,13K
MAT-2559,CL-2559,Energy Partners - Contract Breach,Environmental,09-Apr-2022,Daniel Park,25327
MAT-2560,CL-2560,Pharmaceuticals Partners v. ACME Corp - Employment Dispute,Litigation,2022-04-12,Sarah Chen,47564
MAT-2561,CL-2561,Technology Solutions Inc - Regulatory Inquiry,Corporate,1665131680,Ayesha Khan,31440
MAT-2562,CL-2562,Insurance Group LLC - Master Services Agreement Negotiation,M&A,04/02/2024,James Wilson,36753
MAT-2563,CL-2563,Finance Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,22-Jul-2025,James Wilson,47K
MAT-2564,CL-2564,Construction Solutions Inc - Regulatory Inquiry,Environmental,2023-09-01,Sarah Chen,48K
MAT-2565,CL-2565,Healthcare International - Regulatory Inquiry,IP,2023-12-01,Lina Gomez,43K
MAT-2566,CL-2566,Energy International - Contract Breach,Immigration,09-Jun-2021,Emily Davis,"$37,493.00"
MAT-2567,CL-2567,Technology Holdings Corp - Master Services Agreement Negotiation,IP,22/10/2023,Robert Taylor,33K
MAT-2568,CL-2568,Aerospace International - Contract Breach,Tax,04/07/2025,Ayesha Khan,"$5,911.00"
MAT-2569,CL-2569,Real Estate International - Master Services Agreement Negotiation,Corporate,10/10/22,Emily Davis,19K
MAT-2570,CL-2570,Insurance International - Master Services Agreement Negotiation,M&A,16/07/2022,Sarah Chen,"$49,522.00"
MAT-2571,CL-2571,Pharmaceuticals Holdings Corp v. ACME Corp - Employment Dispute,IP,1697186080,Mark Thompson,26332
MAT-2572,CL-2572,Finance International - Master Services Agreement Negotiation,Litigation,14/08/24,Michael Brown,15144
MAT-2573,CL-2573,Aerospace Holdings Corp - Contract Breach,Contracts,30/08/23,Michael Brown,"30,864"
MAT-2574,CL-2574,Aerospace Partners - Contract Breach,Tax,2024-03-09,Robert Taylor,23356
MAT-2575,CL-2575,Real Estate Solutions Inc - Contract Breach,Environmental,17/06/22,Emily Davis,12846
MAT-2576,CL-2576,Construction Partners - Contract Breach,Employment,2021-07-30,James Wilson,11163
MAT-2577,CL-2577,Healthcare Group LLC v. ACME Corp - Employment Dispute,Corporate,1717749280,Mark Thompson,34346
MAT-2578,CL-2578,Finance Holdings Corp - Master Services Agreement Negotiation,M&A,1629102880,Lina Gomez,"""29,246.00"""
MAT-2579,CL-2579,Telecommunications Partners - Regulatory Inquiry,Litigation,08/10/2021,Emily Davis,44K
MAT-2580,CL-2580,Banking Partners - Master Services Agreement Negotiation,Litigation,08/06/2025,Lina Gomez,"$19,365.00"
MAT-2581,CL-2581,Manufacturing International - Contract Breach,Environmental,14/03/2023,Emily Davis,13K
MAT-2582,CL-2582,Aerospace Group LLC - Contract Breach,Regulatory,15-Jul-2024,Michael Brown,"$26,316"
MAT-2583,CL-2583,Retail Holdings Corp - Contract Breach,Corporate,19-Dec-2021,Daniel Park,23436
MAT-2584,CL-2584,Retail Holdings Corp - Regulatory Inquiry,M&A,14/06/21,Daniel Park,33529
MAT-2585,CL-2585,Energy Solutions Inc v. ACME Corp - Employment Dispute,M&A,2024-02-04,Hannah Lee,27379
MAT-2586,CL-2586,Transportation International - Regulatory Inquiry,Contracts,18/11/2021,Sarah Chen,10785
MAT-2587,CL-2587,Telecommunications Partners - Master Services Agreement Negotiation,Litigation,06-Jul-2025,James Wilson,42K
MAT-2588,CL-2588,Construction Group LLC - Contract Breach,Litigation,22-Jan-2021,Hannah Lee,27K
MAT-2589,CL-2589,Construction Holdings Corp v. ACME Corp - Employment Dispute,Immigration,21/01/23,Daniel Park,47416
MAT-2590,CL-2590,Aerospace Holdings Corp - Master Services Agreement Negotiation,Tax,12/04/23,Hannah Lee,"$14,915"
MAT-2591,CL-2591,Retail Solutions Inc - Regulatory Inquiry,IP,2022-03-28,Hannah Lee,37028
MAT-2592,CL-2592,Manufacturing Solutions Inc - Regulatory Inquiry,Contracts,14/04/23,Sarah Chen,"$34,576"
MAT-2593,CL-2593,Retail Group LLC - Contract Breach,Contracts,1685522080,Michael Brown,"33,768"
MAT-2594,CL-2594,Real Estate Systems - Master Services Agreement Negotiation,Immigration,1612427680,Emily Davis,"43,052"
MAT-2595,CL-2595,Insurance Partners - Regulatory Inquiry,Tax,24-Aug-2022,Lina Gomez,42K
MAT-2596,CL-2596,Technology Solutions Inc - Contract Breach,Regulatory,1728981280,Mark Thompson,37K
MAT-2597,CL-2597,Banking International v. ACME Corp - Employment Dispute,Corporate,02-Feb-2023,Sarah Chen,"$44,553"
MAT-2598,CL-2598,Aerospace Group LLC - Regulatory Inquiry,Corporate,18/04/22,Michael Brown,"$17,237.00"
MAT-2599,CL-2599,Pharmaceuticals Group LLC - Master Services Agreement Negotiation,Employment,06/01/2021,Ayesha Khan,"$36,697.00"
MAT-2600,CL-2600,Telecommunications Solutions Inc - Regulatory Inquiry,Regulatory,08/09/25,Lina Gomez,41344
MAT-2601,CL-2601,Energy Group LLC - Master Services Agreement Negotiation,Employment,2021-06-16,James Wilson,38560
MAT-2602,CL-2602,Aerospace International - Master Services Agreement Negotiation,M&A,1619944480,Emily Davis,15K
MAT-2603,CL-2603,Construction Group LLC - Regulatory Inquiry,IP,12/01/2021,Mark Thompson,"€37,816"
MAT-2604,CL-2604,Healthcare Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,20/04/2025,Mark Thompson,23K
MAT-2605,CL-2605,Manufacturing Systems - Regulatory Inquiry,Employment,15-Mar-2023,James Wilson,22045
MAT-2606,CL-2606,Healthcare International - Contract Breach,IP,1627547680,Sarah Chen,5806
MAT-2607,CL-2607,Insurance International v. ACME Corp - Employment Dispute,Corporate,01/08/25,James Wilson,31K
MAT-2608,CL-2608,Telecommunications Partners - Contract Breach,Contracts,05/03/24,Hannah Lee,"$41,188"
MAT-2609,CL-2609,Automotive Holdings Corp - Regulatory Inquiry,Employment,05/01/22,Emily Davis,32935
MAT-2610,CL-2610,Aerospace Solutions Inc - Master Services Agreement Negotiation,Corporate,2025-07-21,Hannah Lee,"$39,692.00"
MAT-2611,CL-2611,Real Estate Holdings Corp - Contract Breach,Tax,1607157280,Robert Taylor,47K
MAT-2612,CL-2612,Transportation Partners - Master Services Agreement Negotiation,Environmental,1753259680,Emily Davis,"€41,984"
MAT-2613,CL-2613,Healthcare International - Contract Breach,Contracts,2022-12-10,Sarah Chen,32420
MAT-2614,CL-2614,Energy Group LLC - Contract Breach,Corporate,2025-05-25,Emily Davis,41513
MAT-2615,CL-2615,Insurance Partners - Regulatory Inquiry,Tax,1681288480,Ayesha Khan,"$8,533.00"
MAT-2616,CL-2616,Finance Group LLC - Regulatory Inquiry,Regulatory,26/10/2025,Robert Taylor,45574
MAT-2617,CL-2617,Real Estate Solutions Inc - Contract Breach,IP,2021-03-06,James Wilson,16605
MAT-2618,CL-2618,Manufacturing Holdings Corp v. ACME Corp - Employment Dispute,Contracts,1677486880,Lina Gomez,38K
MAT-2619,CL-2619,Real Estate Solutions Inc - Regulatory Inquiry,Immigration,19/06/22,Emily Davis,9136
MAT-2620,CL-2620,Energy Solutions Inc v. ACME Corp - Employment Dispute,Immigration,05/12/2020,Mark Thompson,16410
MAT-2621,CL-2621,Real Estate Solutions Inc - Regulatory Inquiry,Contracts,2023-05-18,Robert Taylor,"$26,494.00"
MAT-2622,CL-2622,Energy Partners v. ACME Corp - Employment Dispute,Environmental,31-Oct-2022,Ayesha Khan,37K
MAT-2623,CL-2623,Construction International - Contract Breach,Employment,28/11/2022,Emily Davis,"""25,400.00"""
MAT-2624,CL-2624,Banking International - Contract Breach,Immigration,06/08/25,Daniel Park,"€46,233"
MAT-2625,CL-2625,Retail Group LLC - Contract Breach,Corporate,05/09/23,Ayesha Khan,44233
MAT-2626,CL-2626,Construction Holdings Corp - Master Services Agreement Negotiation,Litigation,14/04/2022,James Wilson,23K
MAT-2627,CL-2627,Retail International - Master Services Agreement Negotiation,Tax,2025-09-13,James Wilson,37K
MAT-2628,CL-2628,Real Estate Partners - Contract Breach,IP,2025-04-09,Ayesha Khan,"$14,490"
MAT-2629,CL-2629,Telecommunications Holdings Corp v. ACME Corp - Employment Dispute,Environmental,27/11/25,Emily Davis,"$17,644.00"
MAT-2630,CL-2630,Real Estate Systems v. ACME Corp - Employment Dispute,Corporate,2023-07-24,Robert Taylor,"$6,204.00"
MAT-2631,CL-2631,Manufacturing International - Regulatory Inquiry,Corporate,30/05/25,Daniel Park,"$18,683.00"
MAT-2632,CL-2632,Aerospace Partners - Contract Breach,Contracts,19/05/21,Hannah Lee,"$8,575.00"
MAT-2633,CL-2633,Transportation Systems - Contract Breach,M&A,27/08/21,Hannah Lee,"$31,123.00"
MAT-2634,CL-2634,Finance Group LLC - Regulatory Inquiry,Employment,2025-08-16,Lina Gomez,"$17,471.00"
MAT-2635,CL-2635,Telecommunications Holdings Corp v. ACME Corp - Employment Dispute,Employment,29-Mar-2025,Michael Brown,"$25,737.00"
MAT-2636,CL-2636,Transportation Holdings Corp v. ACME Corp - Employment Dispute,Employment,2022-03-09,Robert Taylor,6K
MAT-2637,CL-2637,Transportation Group LLC v. ACME Corp - Employment Dispute,IP,14/03/21,Daniel Park,"€32,070"
MAT-2638,CL-2638,Energy Systems v. ACME Corp - Employment Dispute,Contracts,2024-08-26,Sarah Chen,44197
MAT-2639,CL-2639,Energy Systems v. ACME Corp - Employment Dispute,Regulatory,2024-11-24,James Wilson,12K
MAT-2640,CL-2640,Construction International - Contract Breach,Contracts,2021-07-11,Emily Davis,36387
MAT-2641,CL-2641,Real Estate Systems - Regulatory Inquiry,Litigation,18/10/25,Sarah Chen,"$24,323"
MAT-2642,CL-2642,Real Estate Partners v. ACME Corp - Employment Dispute,Tax,07/06/2023,Michael Brown,"$10,318.00"
MAT-2643,CL-2643,Energy Partners v. ACME Corp - Employment Dispute,Tax,15/02/23,Mark Thompson,"€17,559"
MAT-2644,CL-2644,Construction Group LLC - Contract Breach,Environmental,03/03/21,Robert Taylor,49413
MAT-2645,CL-2645,Retail Solutions Inc - Master Services Agreement Negotiation,Litigation,25/04/23,Emily Davis,"$31,282.00"
MAT-2646,CL-2646,Telecommunications Group LLC - Master Services Agreement Negotiation,Employment,23-Jan-2021,James Wilson,11K
MAT-2647,CL-2647,Real Estate International v. ACME Corp - Employment Dispute,M&A,14-Jan-2025,Mark Thompson,"""37,817.00"""
MAT-2648,CL-2648,Transportation Solutions Inc - Regulatory Inquiry,Tax,1751445280,Ayesha Khan,"€34,076"
MAT-2649,CL-2649,Automotive Holdings Corp - Contract Breach,Employment,30-Nov-2025,Robert Taylor,"""31,364.00"""
MAT-2650,CL-2650,Manufacturing International - Contract Breach,IP,12-Dec-2023,Emily Davis,5322
MAT-2651,CL-2651,Real Estate Systems - Master Services Agreement Negotiation,Employment,1693298080,Michael Brown,35245
MAT-2652,CL-2652,Pharmaceuticals International - Regulatory Inquiry,IP,03/05/2025,Mark Thompson,34618
MAT-2653,CL-2653,Retail Systems - Regulatory Inquiry,Immigration,15-May-2023,Mark Thompson,6K
MAT-2654,CL-2654,Transportation International - Contract Breach,Corporate,2021-03-20,James Wilson,22K
MAT-2655,CL-2655,Transportation Solutions Inc - Regulatory Inquiry,Employment,1713170080,James Wilson,31136
MAT-2656,CL-2656,Automotive Partners - Contract Breach,M&A,25-Mar-2025,Mark Thompson,23360
MAT-2657,CL-2657,Pharmaceuticals International - Master Services Agreement Negotiation,M&A,25-Mar-2021,Mark Thompson,21K
MAT-2658,CL-2658,Technology Solutions Inc v. ACME Corp - Employment Dispute,Corporate,09/02/25,Sarah Chen,39614
MAT-2659,CL-2659,Manufacturing International - Master Services Agreement Negotiation,Corporate,18/03/2025,Lina Gomez,"""10,192.00"""
MAT-2660,CL-2660,Technology International v. ACME Corp - Employment Dispute,IP,05/01/2023,Ayesha Khan,11409
MAT-2661,CL-2661,Pharmaceuticals Solutions Inc v. ACME Corp - Employment Dispute,M&A,1695458080,Sarah Chen,"""14,624.00"""
MAT-2662,CL-2662,Energy Systems - Regulatory Inquiry,M&A,11-Nov-2024,James Wilson,"11,458"
MAT-2663,CL-2663,Retail Partners v. ACME Corp - Employment Dispute,IP,2025-09-23,Sarah Chen,47K
MAT-2664,CL-2664,Automotive Group LLC - Master Services Agreement Negotiation,Regulatory,1649061280,Michael Brown,19664
MAT-2665,CL-2665,Insurance Partners - Master Services Agreement Negotiation,Employment,19/02/2023,Daniel Park,46K
MAT-2666,CL-2666,Finance Systems - Contract Breach,Litigation,22/09/2021,Michael Brown,8507
MAT-2667,CL-2667,Retail Solutions Inc v. ACME Corp - Employment Dispute,IP,27-Apr-2025,Lina Gomez,46549
MAT-2668,CL-2668,Healthcare Holdings Corp v. ACME Corp - Employment Dispute,Tax,01/08/2024,Ayesha Khan,19607
MAT-2669,CL-2669,Insurance Systems - Master Services Agreement Negotiation,Corporate,29/03/2023,Robert Taylor,11145
MAT-2670,CL-2670,Automotive Solutions Inc - Contract Breach,Litigation,28-Jun-2025,Ayesha Khan,25K
MAT-2671,CL-2671,Real Estate Systems - Master Services Agreement Negotiation,Regulatory,25-Oct-2025,Michael Brown,"12,574"
MAT-2672,CL-2672,Healthcare Holdings Corp - Contract Breach,Immigration,05/01/2022,Robert Taylor,22607
MAT-2673,CL-2673,Manufacturing Systems v. ACME Corp - Employment Dispute,Environmental,31-Jan-2024,Daniel Park,7K
MAT-2674,CL-2674,Banking Solutions Inc v. ACME Corp - Employment Dispute,Contracts,1752654880,Emily Davis,34K
MAT-2675,CL-2675,Automotive Group LLC - Regulatory Inquiry,IP,1728290080,Sarah Chen,23875
MAT-2676,CL-2676,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,Employment,23/12/23,Robert Taylor,"€7,309"
MAT-2677,CL-2677,Transportation Solutions Inc - Master Services Agreement Negotiation,Immigration,09/10/25,Robert Taylor,30804
MAT-2678,CL-2678,Healthcare International v. ACME Corp - Employment Dispute,Contracts,04/05/2023,Mark Thompson,44496
MAT-2679,CL-2679,Construction Group LLC - Regulatory Inquiry,Regulatory,1750235680,Ayesha Khan,26582
MAT-2680,CL-2680,Manufacturing International - Regulatory Inquiry,Litigation,1618734880,Daniel Park,"$39,019.00"
MAT-2681,CL-2681,Aerospace Group LLC - Master Services Agreement Negotiation,Contracts,30/12/21,Michael Brown,22118
MAT-2682,CL-2682,Energy Group LLC - Regulatory Inquiry,Tax,1731227680,Michael Brown,18K
MAT-2683,CL-2683,Pharmaceuticals Partners - Master Services Agreement Negotiation,Tax,28/11/24,Lina Gomez,49K
MAT-2684,CL-2684,Banking Systems - Contract Breach,M&A,1758443680,Hannah Lee,43923
MAT-2685,CL-2685,Insurance Group LLC - Master Services Agreement Negotiation,Litigation,14-May-2023,Emily Davis,"$45,475"
MAT-2686,CL-2686,Technology Systems - Regulatory Inquiry,IP,28/09/22,James Wilson,48456
MAT-2687,CL-2687,Retail Partners - Contract Breach,Environmental,27/11/2023,James Wilson,"$37,399"
MAT-2688,CL-2688,Retail Solutions Inc - Regulatory Inquiry,M&A,07-Mar-2023,Hannah Lee,35168
MAT-2689,CL-2689,Insurance International - Master Services Agreement Negotiation,Regulatory,15/11/21,Emily Davis,32674
MAT-2690,CL-2690,Telecommunications Systems - Master Services Agreement Negotiation,Employment,14/02/24,Ayesha Khan,11683
MAT-2691,CL-2691,Automotive Solutions Inc - Contract Breach,IP,02-Oct-2025,Mark Thompson,26507
MAT-2692,CL-2692,Technology Group LLC v. ACME Corp - Employment Dispute,Contracts,2023-08-25,Lina Gomez,39424
MAT-2693,CL-2693,Retail Group LLC - Regulatory Inquiry,Contracts,25/11/2024,Hannah Lee,16149
MAT-2694,CL-2694,Finance Systems - Contract Breach,Immigration,12-Dec-2020,James Wilson,8K
MAT-2695,CL-2695,Aerospace Solutions Inc - Master Services Agreement Negotiation,Employment,24/03/2023,Ayesha Khan,39K
MAT-2696,CL-2696,Construction Partners - Regulatory Inquiry,Regulatory,2022-06-15,Michael Brown,13K
MAT-2697,CL-2697,Aerospace International - Contract Breach,Immigration,17/02/2025,Hannah Lee,47K
MAT-2698,CL-2698,Pharmaceuticals Systems - Master Services Agreement Negotiation,Environmental,01/06/2023,Ayesha Khan,29404
MAT-2699,CL-2699,Construction Solutions Inc v. ACME Corp - Employment Dispute,Tax,24/03/2024,Emily Davis,44K
MAT-2700,CL-2700,Manufacturing Group LLC v. ACME Corp - Employment Dispute,IP,06/06/23,Ayesha Khan,47599
MAT-2701,CL-2701,Retail International - Regulatory Inquiry,Employment,21-Jun-2021,Ayesha Khan,"34,188"
MAT-2702,CL-2702,Healthcare Holdings Corp v. ACME Corp - Employment Dispute,Corporate,2024-03-14,Hannah Lee,25523
MAT-2703,CL-2703,Technology Partners - Regulatory Inquiry,IP,13/02/2024,Daniel Park,28335
MAT-2704,CL-2704,Pharmaceuticals Group LLC - Master Services Agreement Negotiation,Regulatory,28/10/2022,Lina Gomez,48K
MAT-2705,CL-2705,Retail Systems - Regulatory Inquiry,Immigration,2022-10-02,Hannah Lee,38K
MAT-2706,CL-2706,Telecommunications International - Contract Breach,Immigration,28/02/23,Lina Gomez,43K
MAT-2707,CL-2707,Insurance Group LLC - Contract Breach,Tax,1725870880,James Wilson,9597
MAT-2708,CL-2708,Transportation Group LLC - Master Services Agreement Negotiation,Litigation,1726302880,Ayesha Khan,34245
MAT-2709,CL-2709,Transportation Partners - Contract Breach,Tax,2022-04-21,Daniel Park,18K
MAT-2710,CL-2710,Automotive Solutions Inc - Master Services Agreement Negotiation,Employment,04-Jan-2022,Sarah Chen,11K
MAT-2711,CL-2711,Retail Group LLC - Regulatory Inquiry,Regulatory,2022-08-01,Daniel Park,"$37,117"
MAT-2712,CL-2712,Insurance Systems - Contract Breach,IP,1678350880,Ayesha Khan,45813
MAT-2713,CL-2713,Aerospace Systems - Regulatory Inquiry,Tax,2022-05-19,Robert Taylor,6K
MAT-2714,CL-2714,Energy Solutions Inc v. ACME Corp - Employment Dispute,Contracts,02/11/25,Daniel Park,"$29,318.00"
MAT-2715,CL-2715,Telecommunications Holdings Corp - Regulatory Inquiry,Contracts,22-Sep-2023,Mark Thompson,"$22,714"
MAT-2716,CL-2716,Telecommunications Partners - Contract Breach,Corporate,28-May-2024,Emily Davis,20979
MAT-2717,CL-2717,Technology Partners - Regulatory Inquiry,Corporate,2021-03-28,James Wilson,42K
MAT-2718,CL-2718,Real Estate Systems - Contract Breach,Regulatory,24/05/21,Sarah Chen,"$45,912.00"
MAT-2719,CL-2719,Insurance Solutions Inc v. ACME Corp - Employment Dispute,Contracts,08/06/2022,Daniel Park,36240
MAT-2720,CL-2720,Transportation Solutions Inc - Master Services Agreement Negotiation,Litigation,1762677280,James Wilson,42K
MAT-2721,CL-2721,Technology Holdings Corp - Contract Breach,M&A,11/02/2024,Lina Gomez,26K
MAT-2722,CL-2722,Banking Partners - Regulatory Inquiry,Tax,08-Apr-2024,Lina Gomez,7K
MAT-2723,CL-2723,Aerospace Systems v. ACME Corp - Employment Dispute,Litigation,05-Nov-2023,Mark Thompson,32K
MAT-2724,CL-2724,Banking Solutions Inc - Contract Breach,Contracts,06-Apr-2025,Daniel Park,47K
MAT-2725,CL-2725,Automotive Solutions Inc - Master Services Agreement Negotiation,Environmental,20-Sep-2025,Ayesha Khan,9689
MAT-2726,CL-2726,Construction Partners - Master Services Agreement Negotiation,M&A,2023-12-18,Daniel Park,30401
MAT-2727,CL-2727,Telecommunications Systems v. ACME Corp - Employment Dispute,M&A,28-Jun-2023,Lina Gomez,25272
MAT-2728,CL-2728,Telecommunications Holdings Corp v. ACME Corp - Employment Dispute,IP,06-Dec-2020,Daniel Park,"€7,451"
MAT-2729,CL-2729,Aerospace Solutions Inc - Contract Breach,M&A,04/07/24,James Wilson,30K
MAT-2730,CL-2730,Insurance Systems - Regulatory Inquiry,Immigration,2023-12-14,Michael Brown,28K
MAT-2731,CL-2731,Transportation International v. ACME Corp - Employment Dispute,Environmental,14/02/25,Robert Taylor,"""30,972.00"""
MAT-2732,CL-2732,Pharmaceuticals Holdings Corp - Regulatory Inquiry,Corporate,1749890080,Daniel Park,"39,756"
MAT-2733,CL-2733,Manufacturing Partners - Master Services Agreement Negotiation,Employment,1674894880,Mark Thompson,16182
MAT-2734,CL-2734,Transportation Group LLC - Master Services Agreement Negotiation,Litigation,18-Oct-2022,Daniel Park,29126
MAT-2735,CL-2735,Transportation Systems v. ACME Corp - Employment Dispute,M&A,2025-04-23,Ayesha Khan,6411
MAT-2736,CL-2736,Automotive Partners v. ACME Corp - Employment Dispute,Employment,1643618080,Sarah Chen,36524
MAT-2737,CL-2737,Healthcare Group LLC - Regulatory Inquiry,IP,24/07/2021,Ayesha Khan,21220
MAT-2738,CL-2738,Aerospace Group LLC v. ACME Corp - Employment Dispute,Tax,2025-01-03,Daniel Park,25K
MAT-2739,CL-2739,Technology Group LLC - Contract Breach,M&A,11-May-2024,Lina Gomez,43K
MAT-2740,CL-2740,Construction Partners - Regulatory Inquiry,Immigration,2021-08-30,Robert Taylor,21K
MAT-2741,CL-2741,Finance Holdings Corp - Master Services Agreement Negotiation,Regulatory,1674635680,Hannah Lee,10768
MAT-2742,CL-2742,Healthcare Holdings Corp - Contract Breach,M&A,13/08/2021,Lina Gomez,44K
MAT-2743,CL-2743,Real Estate Group LLC v. ACME Corp - Employment Dispute,Litigation,26/05/2025,Robert Taylor,24617
MAT-2744,CL-2744,Pharmaceuticals Group LLC v. ACME Corp - Employment Dispute,IP,20/03/2022,Robert Taylor,"""30,197.00"""
MAT-2745,CL-2745,Retail International v. ACME Corp - Employment Dispute,Regulatory,1737275680,Robert Taylor,41723
MAT-2746,CL-2746,Aerospace Group LLC - Contract Breach,Tax,1679992480,Ayesha Khan,48K
MAT-2747,CL-2747,Manufacturing Partners - Master Services Agreement Negotiation,Tax,19-May-2023,Ayesha Khan,"$26,078"
MAT-2748,CL-2748,Real Estate International - Contract Breach,Employment,11/05/25,Robert Taylor,13K
MAT-2749,CL-2749,Insurance International - Contract Breach,Tax,1686472480,Lina Gomez,"€34,997"
MAT-2750,CL-2750,Transportation Solutions Inc - Master Services Agreement Negotiation,IP,17-Jun-2025,Robert Taylor,"$44,412"
MAT-2751,CL-2751,Insurance International - Regulatory Inquiry,M&A,1704011680,Hannah Lee,"12,420"
MAT-2752,CL-2752,Pharmaceuticals Solutions Inc v. ACME Corp - Employment Dispute,IP,20-Jun-2021,Emily Davis,32555
MAT-2753,CL-2753,Retail Systems - Contract Breach,IP,1614933280,James Wilson,18930
MAT-2754,CL-2754,Transportation Partners - Contract Breach,M&A,2021-07-08,Lina Gomez,36291
MAT-2755,CL-2755,Telecommunications International - Contract Breach,Litigation,05-Mar-2021,Michael Brown,8631
MAT-2756,CL-2756,Real Estate International v. ACME Corp - Employment Dispute,Employment,08-Nov-2023,James Wilson,21K
MAT-2757,CL-2757,Healthcare Solutions Inc v. ACME Corp - Employment Dispute,Environmental,29/12/20,Robert Taylor,"""35,034.00"""
MAT-2758,CL-2758,Insurance Group LLC v. ACME Corp - Employment Dispute,Regulatory,20-Jun-2024,Michael Brown,41K
MAT-2759,CL-2759,Technology International - Contract Breach,Litigation,24-Sep-2023,Michael Brown,"€18,796"
MAT-2760,CL-2760,Finance Holdings Corp v. ACME Corp - Employment Dispute,Contracts,11-Dec-2021,Daniel Park,6729
MAT-2761,CL-2761,Real Estate Partners - Contract Breach,Tax,13/04/23,Hannah Lee,13568
MAT-2762,CL-2762,Aerospace Solutions Inc - Contract Breach,Environmental,24/02/2022,James Wilson,8944
MAT-2763,CL-2763,Manufacturing Partners - Regulatory Inquiry,Corporate,16/10/2025,Sarah Chen,31853
MAT-2764,CL-2764,Aerospace International v. ACME Corp - Employment Dispute,Contracts,24/06/23,Michael Brown,22K
MAT-2765,CL-2765,Banking Partners v. ACME Corp - Employment Dispute,M&A,1642149280,Ayesha Khan,"8,026"
MAT-2766,CL-2766,Healthcare Solutions Inc - Regulatory Inquiry,Employment,1701851680,Sarah Chen,36K
MAT-2767,CL-2767,Insurance Group LLC - Contract Breach,M&A,11-May-2024,Hannah Lee,11958
MAT-2768,CL-2768,Construction Holdings Corp - Regulatory Inquiry,Environmental,26/09/2023,Mark Thompson,49587
MAT-2769,CL-2769,Manufacturing Solutions Inc - Regulatory Inquiry,Tax,2023-12-30,Hannah Lee,27K
MAT-2770,CL-2770,Banking Systems - Contract Breach,Employment,1689064480,James Wilson,39K
MAT-2771,CL-2771,Healthcare Holdings Corp - Contract Breach,Contracts,2025-08-14,Ayesha Khan,48901
